,title,source,date,datetime,desc,link
137,Trading Legend Don Wilson: Asian Demand High for Bitcoin Futures - CoinDesk,CoinDesk,"Sep 18, 2018",2018-09-18 12:00:00,"Don Wilson, founder of high-speed trading firm DRW, said bitcoin derivatives trading in Asia hours is almost equal to the volume he's seen in the U.S., something ...",https://www.coindesk.com/trading-legend-don-wilson-asian-demand-high-for-bitcoin-futures
138,What Does the SEC Suspension of Bitcoin Investment ...,Investopedia,"Sep 17, 2018",2018-09-17 04:00:00,"The two products in question, the Bitcoin Tracker One (CXBTF) and Ether Tracker One (CETHF) are each exchange-traded notes (ETNs) issued by XBT Provider ...",https://www.investopedia.com/news/what-does-sec-suspension-bitcoin-investment-products-mean/
139,What Does the SEC Suspension of Bitcoin Investment ...,Investopedia,"Sep 17, 2018",2018-09-17 12:00:00,"The two products in question, the Bitcoin Tracker One (CXBTF) and Ether Tracker One (CETHF) are each exchange-traded notes (ETNs) issued by XBT Provider ...",https://www.investopedia.com/news/what-does-sec-suspension-bitcoin-investment-products-mean/
140,Bitcoin Cash Developers Launch Chrome Extension ...,Bitcoin News,"Oct 5, 2018",2018-10-05 04:00:00,A team of Bitcoin Cash (BCH) developers has released a new BCH desktop wallet that resembles the ethereum-light client Metamask. The new beta version ...,https://news.bitcoin.com/bitcoin-cash-developers-launch-chrome-extension-badgerwallet-cash/
141,Bitcoin Cash Developers Launch Chrome Extension ...,Bitcoin News,"Oct 5, 2018",2018-10-05 12:00:00,A team of Bitcoin Cash (BCH) developers has released a new BCH desktop wallet that resembles the ethereum-light client Metamask. The new beta version ...,https://news.bitcoin.com/bitcoin-cash-developers-launch-chrome-extension-badgerwallet-cash/
142,Scam Victim Loses Claim Against Canadian Bitcoin ATM Firm,Bitcoin News,"Oct 13, 2018",2018-10-13 04:00:00,"A woman suing for 62,500 Canadian dollars ($48,125) sent to a phone scammer over a bitcoin ATM has lost her court case, local media reported. On Friday ...",https://news.bitcoin.com/scam-victim-loses-48000-claim-against-canadian-bitcoin-atm-firm/
143,Scam Victim Loses Claim Against Canadian Bitcoin ATM Firm,Bitcoin News,"Oct 13, 2018",2018-10-13 12:00:00,"A woman suing for 62,500 Canadian dollars ($48,125) sent to a phone scammer over a bitcoin ATM has lost her court case, local media reported. On Friday ...",https://news.bitcoin.com/scam-victim-loses-48000-claim-against-canadian-bitcoin-atm-firm/
144,"With its volatility on the decline, is Bitcoin fading away or just maturing?",Los Angeles Times,"Oct 5, 2018",2018-10-05 04:00:00,"Israelis buy Bitcoins at the cryptocurrency “Bitcoin Change” shop in Tel Aviv. Recently, the price of the electronic currency has stabilized. (Jack Guez / AFP/Getty ...",https://www.latimes.com/business/la-fi-bitcoin-volatility-20181005-story.html
145,"With its volatility on the decline, is Bitcoin fading away or just maturing?",Los Angeles Times,"Oct 5, 2018",2018-10-05 12:00:00,"Israelis buy Bitcoins at the cryptocurrency “Bitcoin Change” shop in Tel Aviv. Recently, the price of the electronic currency has stabilized. (Jack Guez / AFP/Getty ...",https://www.latimes.com/business/la-fi-bitcoin-volatility-20181005-story.html
146,Rapper Soulja Boy Releases New Single Titled 'Bitcoin',Bitcoin News,"Oct 8, 2018",2018-10-08 04:00:00,"Soulja Boy's latest single, titled 'Bitcoin', comprises a slightly confounding attempt to brag about the riches Soulja has accrued through cryptocurrency investments.",https://news.bitcoin.com/soulja-boy-bitcoin/
147,Rapper Soulja Boy Releases New Single Titled 'Bitcoin',Bitcoin News,"Oct 8, 2018",2018-10-08 12:00:00,"Soulja Boy's latest single, titled 'Bitcoin', comprises a slightly confounding attempt to brag about the riches Soulja has accrued through cryptocurrency investments.",https://news.bitcoin.com/soulja-boy-bitcoin/
148,China's Bitcoin Girl tries to survive on cryptocurrency alone,South China Morning Post,"Sep 18, 2018",2018-09-18 04:00:00,"The documentary Bitcoin Girl shows a young woman known by her online identity of He Youbing, which translates as “why insane” in Mandarin, and her attempt ...",https://www.scmp.com/tech/blockchain/article/2164589/can-you-live-cryptocurrency-china-documentary-bitcoin-girl-shows
149,China's Bitcoin Girl tries to survive on cryptocurrency alone,South China Morning Post,"Sep 18, 2018",2018-09-18 12:00:00,"The documentary Bitcoin Girl shows a young woman known by her online identity of He Youbing, which translates as “why insane” in Mandarin, and her attempt ...",https://www.scmp.com/tech/blockchain/article/2164589/can-you-live-cryptocurrency-china-documentary-bitcoin-girl-shows
150,Bitcoin Cash (BCH) Chart Turning Positive after Latest Rally,DailyFX,"Sep 27, 2018",2018-09-27 04:00:00,"Bitcoin Cash, the fourth largest cryptocurrency by market capitalization ($9 billion) jumped sharply higher Wednesday as positive news flow enticed buyers back ...",https://www.dailyfx.com/forex/market_alert/2018/09/27/Bitcoin-Cash-BCH-Chart-Turning-Positive-after-Latest-Rally.html
151,Bitcoin Cash (BCH) Chart Turning Positive after Latest Rally,DailyFX,"Sep 27, 2018",2018-09-27 12:00:00,"Bitcoin Cash, the fourth largest cryptocurrency by market capitalization ($9 billion) jumped sharply higher Wednesday as positive news flow enticed buyers back ...",https://www.dailyfx.com/forex/market_alert/2018/09/27/Bitcoin-Cash-BCH-Chart-Turning-Positive-after-Latest-Rally.html
152,How Cathie Wood Bought Bitcoin and Ruled the ETF Rankings,Bloomberg.com,"Sep 24, 2018",2018-09-24 04:00:00,How Cathie Wood Bought Bitcoin and Ruled the ETF Rankings. The founder and CEO of Ark Investment Management took a risk investing in the cryptocurrency ...,https://www.bloomberg.com/news/articles/2018-09-24/how-cathie-wood-bought-bitcoin-and-ruled-the-etf-rankings
153,How Cathie Wood Bought Bitcoin and Ruled the ETF Rankings,Bloomberg.com,"Sep 24, 2018",2018-09-24 12:00:00,How Cathie Wood Bought Bitcoin and Ruled the ETF Rankings. The founder and CEO of Ark Investment Management took a risk investing in the cryptocurrency ...,https://www.bloomberg.com/news/articles/2018-09-24/how-cathie-wood-bought-bitcoin-and-ruled-the-etf-rankings
154,"In Wake of 'Major Failure,' Bitcoin Code Review Comes Under Scrutiny - CoinDesk",CoinDesk,"Sep 24, 2018",2018-09-24 04:00:00,“Shock” is perhaps the word that best describes the mood ever since one of bitcoin's most severe bugs was discovered and patched last week. As the community ...,https://www.coindesk.com/in-wake-of-major-failure-bitcoin-code-review-comes-under-scrutiny
155,"In Wake of 'Major Failure,' Bitcoin Code Review Comes Under Scrutiny - CoinDesk",CoinDesk,"Sep 24, 2018",2018-09-24 12:00:00,“Shock” is perhaps the word that best describes the mood ever since one of bitcoin's most severe bugs was discovered and patched last week. As the community ...,https://www.coindesk.com/in-wake-of-major-failure-bitcoin-code-review-comes-under-scrutiny
156,30 Crypto ATMs Launching in India — Unocoin Unveils ...,Bitcoin News,"Oct 14, 2018",2018-10-14 04:00:00,"CEO Sathvik Vishwanath told news.Bitcoin.com that, initially, the company plans to deploy 30 machines in three Indian cities. “These ATMs help people to cash in ...",https://news.bitcoin.com/crypto-atms-india-unocoin-solution-rbi-ban/
157,30 Crypto ATMs Launching in India — Unocoin Unveils ...,Bitcoin News,"Oct 14, 2018",2018-10-14 12:00:00,"CEO Sathvik Vishwanath told news.Bitcoin.com that, initially, the company plans to deploy 30 machines in three Indian cities. “These ATMs help people to cash in ...",https://news.bitcoin.com/crypto-atms-india-unocoin-solution-rbi-ban/
158,France Accuses Intelligence Agent of Selling State Secrets for Bitcoin - CoinDesk,CoinDesk,"Oct 1, 2018",2018-10-01 04:00:00,"A French security official was arrested last week on charges of selling state secrets on the dark web and accepting bitcoin in return, local media sources reported ...",https://www.coindesk.com/french-officials-allege-intelligence-agent-sold-state-secrets-for-bitcoin
159,France Accuses Intelligence Agent of Selling State Secrets for Bitcoin - CoinDesk,CoinDesk,"Oct 1, 2018",2018-10-01 12:00:00,"A French security official was arrested last week on charges of selling state secrets on the dark web and accepting bitcoin in return, local media sources reported ...",https://www.coindesk.com/french-officials-allege-intelligence-agent-sold-state-secrets-for-bitcoin
160,Mobile SMS Bitcoin Cash Wallet Cointext Expands to Asia ...,Bitcoin News,"Oct 8, 2018",2018-10-08 04:00:00,"Hong Kong is the first country in Asia to officially be connected by Cointext, a service which enables anyone to send money to mobile phone numbers or Bitcoin ...",https://news.bitcoin.com/mobile-sms-bitcoin-cash-wallet-cointext-expands-to-asia/
161,Mobile SMS Bitcoin Cash Wallet Cointext Expands to Asia ...,Bitcoin News,"Oct 8, 2018",2018-10-08 12:00:00,"Hong Kong is the first country in Asia to officially be connected by Cointext, a service which enables anyone to send money to mobile phone numbers or Bitcoin ...",https://news.bitcoin.com/mobile-sms-bitcoin-cash-wallet-cointext-expands-to-asia/
162,"Tether's Impact on Bitcoin Price Not 'Statistically Significant,' Study Finds - CoinDesk",CoinDesk,"Sep 21, 2018",2018-09-21 04:00:00,"The issuance of tether (USDT), the controversial cryptocurrency tied to the U.S. dollar's value, has had no meaningful impact on the price of bitcoin, an academic ...",https://www.coindesk.com/tethers-impact-on-bitcoin-price-not-statistically-significant-study-finds
163,"Tether's Impact on Bitcoin Price Not 'Statistically Significant,' Study Finds - CoinDesk",CoinDesk,"Sep 21, 2018",2018-09-21 12:00:00,"The issuance of tether (USDT), the controversial cryptocurrency tied to the U.S. dollar's value, has had no meaningful impact on the price of bitcoin, an academic ...",https://www.coindesk.com/tethers-impact-on-bitcoin-price-not-statistically-significant-study-finds
164,Op Ed: There Is a Satoshi of Truth in Every Joke,Bitcoin Magazine,"Oct 3, 2018",2018-10-03 04:00:00,"The former is in the title of Bitcoin's white paper; the latter appeared in a ... by guaranteeing that when you receive bitcoins you actually receive bitcoins, and that ...",https://bitcoinmagazine.com/culture/op-ed-there-grain-truth-every-joke
165,Op Ed: There Is a Satoshi of Truth in Every Joke,Bitcoin Magazine,"Oct 3, 2018",2018-10-03 12:00:00,"The former is in the title of Bitcoin's white paper; the latter appeared in a ... by guaranteeing that when you receive bitcoins you actually receive bitcoins, and that ...",https://bitcoinmagazine.com/culture/op-ed-there-grain-truth-every-joke
166,How to Install a Bitcoin.com Wallet for iOS Smartphones ...,Bitcoin News,"Oct 1, 2018",2018-10-01 04:00:00,Veterans appreciate those too as they go about evangelizing the money revolution that is cryptocurrency. An economy of space is immediately noticeable. Bitcoin ...,https://news.bitcoin.com/how-to-install-a-bitcoin-com-wallet-for-ios-smartphones/
167,How to Install a Bitcoin.com Wallet for iOS Smartphones ...,Bitcoin News,"Oct 1, 2018",2018-10-01 12:00:00,Veterans appreciate those too as they go about evangelizing the money revolution that is cryptocurrency. An economy of space is immediately noticeable. Bitcoin ...,https://news.bitcoin.com/how-to-install-a-bitcoin-com-wallet-for-ios-smartphones/
168,The Future Of Bitcoin Mining In Québec Could Rest On Monday's Parliamentary Elections,Forbes,"Oct 1, 2018",2018-10-01 04:00:00,"“The Québec Bitcoin eldorado is dead,” Francis Pouliot, a voice in the Montreal cryptocurrency scene, tweeted in June. But the incumbent Liberal government is at ...",https://www.forbes.com/sites/astanley/2018/10/01/the-future-of-bitcoin-mining-in-quebec-could-rest-on-mondays-parliamentary-elections/
169,The Future Of Bitcoin Mining In Québec Could Rest On Monday's Parliamentary Elections,Forbes,"Oct 1, 2018",2018-10-01 12:00:00,"“The Québec Bitcoin eldorado is dead,” Francis Pouliot, a voice in the Montreal cryptocurrency scene, tweeted in June. But the incumbent Liberal government is at ...",https://www.forbes.com/sites/astanley/2018/10/01/the-future-of-bitcoin-mining-in-quebec-could-rest-on-mondays-parliamentary-elections/
170,Ebang Announces 44 Terahash E-11 Miners With 10nm Chips ...,Bitcoin News,"Sep 24, 2018",2018-09-24 04:00:00,Ebang has revealed three new bitcoin mining rigs for its Ebit Miner E-11 series that claims to boast hashrate speeds between 30-44 trillion hashes per second ...,https://news.bitcoin.com/ebang-announces-44-terahash-e-11-miners-with-10nm-chips/
171,Ebang Announces 44 Terahash E-11 Miners With 10nm Chips ...,Bitcoin News,"Sep 24, 2018",2018-09-24 12:00:00,Ebang has revealed three new bitcoin mining rigs for its Ebit Miner E-11 series that claims to boast hashrate speeds between 30-44 trillion hashes per second ...,https://news.bitcoin.com/ebang-announces-44-terahash-e-11-miners-with-10nm-chips/
172,Crytpocurrency enthusiasts aren’t going to like how AARP defines bitcoin,MarketWatch,"Oct 10, 2018",2018-10-10 04:00:00,'Imagine if keeping your car idling 24/7 produced solved Sudokus you could trade for heroin'. AARP has a message for bitcoin fans. Everett/Warner Bros.,https://www.marketwatch.com/story/crytpocurrency-enthusiasts-arent-going-to-like-how-aarp-defines-bitcoin-2018-10-10
173,Crytpocurrency enthusiasts aren’t going to like how AARP defines bitcoin,MarketWatch,"Oct 10, 2018",2018-10-10 12:00:00,'Imagine if keeping your car idling 24/7 produced solved Sudokus you could trade for heroin'. AARP has a message for bitcoin fans. Everett/Warner Bros.,https://www.marketwatch.com/story/crytpocurrency-enthusiasts-arent-going-to-like-how-aarp-defines-bitcoin-2018-10-10
174,"Revolution, Anarchy, and Bitcoin in Ukraine",Bloomberg.com,"Oct 10, 2018",2018-10-10 04:00:00,"'Bitcoin and Guns, That's the Only Way to Save This Country'. Cryptocurrency looks like the way forward in a Ukraine battered by revolution and corruption. Linda ...",https://www.bloomberg.com/news/features/2018-10-10/revolution-anarchy-and-bitcoin-in-ukraine
175,"Revolution, Anarchy, and Bitcoin in Ukraine",Bloomberg.com,"Oct 10, 2018",2018-10-10 12:00:00,"'Bitcoin and Guns, That's the Only Way to Save This Country'. Cryptocurrency looks like the way forward in a Ukraine battered by revolution and corruption. Linda ...",https://www.bloomberg.com/news/features/2018-10-10/revolution-anarchy-and-bitcoin-in-ukraine
176,"Europol: Criminals are still using Bitcoin, but ISIS loves Zcash",TNW,"Sep 19, 2018",2018-09-19 04:00:00,Europol has found that Bitcoin is still the chosen cryptocurrency of the internet underworld. The insight comes from Europol's latest Internet Organised Crime ...,https://thenextweb.com/news/europol-cryptocurrency-cybercrime
177,"Europol: Criminals are still using Bitcoin, but ISIS loves Zcash",TNW,"Sep 19, 2018",2018-09-19 12:00:00,Europol has found that Bitcoin is still the chosen cryptocurrency of the internet underworld. The insight comes from Europol's latest Internet Organised Crime ...,https://thenextweb.com/news/europol-cryptocurrency-cybercrime
178,Google Ad Reveals Search Giant's Feelings On Bitcoin And Crypto,Forbes,"Oct 10, 2018",2018-10-10 04:00:00,"I write about how bitcoin, crypto and blockchain can change the world. This article is more than 2 years old.",https://www.forbes.com/sites/billybambrough/2018/10/10/google-ad-reveals-search-giants-feelings-on-bitcoin-and-crypto/
179,Google Ad Reveals Search Giant's Feelings On Bitcoin And Crypto,Forbes,"Oct 10, 2018",2018-10-10 12:00:00,"I write about how bitcoin, crypto and blockchain can change the world. This article is more than 2 years old.",https://www.forbes.com/sites/billybambrough/2018/10/10/google-ad-reveals-search-giants-feelings-on-bitcoin-and-crypto/
180,Bitcoin investors beware: The IRS wants its piece of the action,CNBC,"Sep 26, 2018",2018-09-26 04:00:00,"With bitcoin down more than 50 percent so far this year, there's a chance some investors have triggered (or will trigger) a tax loss by either selling, trading or ...",https://www.cnbc.com/2018/09/26/have-bitcoin-losses-to-report-be-sure-irs-knows-of-past-gains.html
181,Bitcoin investors beware: The IRS wants its piece of the action,CNBC,"Sep 26, 2018",2018-09-26 12:00:00,"With bitcoin down more than 50 percent so far this year, there's a chance some investors have triggered (or will trigger) a tax loss by either selling, trading or ...",https://www.cnbc.com/2018/09/26/have-bitcoin-losses-to-report-be-sure-irs-knows-of-past-gains.html
182,Rapper Soulja Boy Brags About Bitcoin Gains in New Rap Track - CoinDesk,CoinDesk,"Oct 5, 2018",2018-10-05 04:00:00,"Famous rapper Soulja Boy might just be a bitcoin hodler. The 28-year-old musician, perhaps best-known for his debut single “Crank That,” debuted a new song ...",https://www.coindesk.com/rapper-soulja-boy-drops-song-about-making-money-on-bitcoin
183,Rapper Soulja Boy Brags About Bitcoin Gains in New Rap Track - CoinDesk,CoinDesk,"Oct 5, 2018",2018-10-05 12:00:00,"Famous rapper Soulja Boy might just be a bitcoin hodler. The 28-year-old musician, perhaps best-known for his debut single “Crank That,” debuted a new song ...",https://www.coindesk.com/rapper-soulja-boy-drops-song-about-making-money-on-bitcoin
184,Colleges Are Baffled by Bitcoin Donations,Bloomberg.com,"Oct 16, 2018",2018-10-16 04:00:00,"Colleges Are Baffled by Bitcoin Donations. A crypto entrepreneur had to teach his alma mater how to accept his $10,000 gift. By. Janet Lorin.",https://www.bloomberg.com/news/articles/2018-10-16/colleges-are-baffled-by-bitcoin-donations
185,Colleges Are Baffled by Bitcoin Donations,Bloomberg.com,"Oct 16, 2018",2018-10-16 12:00:00,"Colleges Are Baffled by Bitcoin Donations. A crypto entrepreneur had to teach his alma mater how to accept his $10,000 gift. By. Janet Lorin.",https://www.bloomberg.com/news/articles/2018-10-16/colleges-are-baffled-by-bitcoin-donations
186,"Bitcoin won't top $9,000 by year's end, Novogratz says",CNBC,"Oct 3, 2018",2018-10-03 04:00:00,"Former Fortress hedge-fund manager Michael Novogratz doesn't see much chance of bitcoin breaking out of its current slump. ""I don't think it breaks $9,000 this ...",https://www.cnbc.com/2018/10/03/bitcoin-wont-top-9000-by-years-end-former-hedge-fund-legend-novogratz-says.html
187,"Bitcoin won't top $9,000 by year's end, Novogratz says",CNBC,"Oct 3, 2018",2018-10-03 12:00:00,"Former Fortress hedge-fund manager Michael Novogratz doesn't see much chance of bitcoin breaking out of its current slump. ""I don't think it breaks $9,000 this ...",https://www.cnbc.com/2018/10/03/bitcoin-wont-top-9000-by-years-end-former-hedge-fund-legend-novogratz-says.html
188,What Does The Liquid Network Mean For Bitcoin?,Crypto Briefing,"Oct 15, 2018",2018-10-15 04:00:00,"Share this article. The Liquid Network is now live, allowing fast, secure transactions without the encumbrances of the main Bitcoin blockchain.",https://cryptobriefing.com/liquid-network-mean-bitcoin/
189,What Does The Liquid Network Mean For Bitcoin?,Crypto Briefing,"Oct 15, 2018",2018-10-15 12:00:00,"Share this article. The Liquid Network is now live, allowing fast, secure transactions without the encumbrances of the main Bitcoin blockchain.",https://cryptobriefing.com/liquid-network-mean-bitcoin/
190,Hacker Livestreams 51% Attack on Bitcoin Private – Mining ...,Bitcoin News,"Oct 14, 2018",2018-10-14 04:00:00,"13, ethical hacker “Geocold” followed through on his promise to 51 percent attack an altcoin. He eventually settled on Bitcoin Private (BTCP), and quickly gained ...",https://news.bitcoin.com/hacker-livestreams-51-attack-on-bitcoin-private/
191,Hacker Livestreams 51% Attack on Bitcoin Private – Mining ...,Bitcoin News,"Oct 14, 2018",2018-10-14 12:00:00,"13, ethical hacker “Geocold” followed through on his promise to 51 percent attack an altcoin. He eventually settled on Bitcoin Private (BTCP), and quickly gained ...",https://news.bitcoin.com/hacker-livestreams-51-attack-on-bitcoin-private/
192,Higher electric rates may end Central Washington bitcoin rush,NW News Network,"Sep 19, 2018",2018-09-19 04:00:00,"In the last few years, rock-bottom electricity rates have attracted bitcoin miners and other virtual currency entrepreneurs to central Washington state.",https://www.nwnewsnetwork.org/post/higher-electric-rates-may-end-central-washington-bitcoin-rush
193,Higher electric rates may end Central Washington bitcoin rush,NW News Network,"Sep 19, 2018",2018-09-19 12:00:00,"In the last few years, rock-bottom electricity rates have attracted bitcoin miners and other virtual currency entrepreneurs to central Washington state.",https://www.nwnewsnetwork.org/post/higher-electric-rates-may-end-central-washington-bitcoin-rush
194,"Why Ether, Bitcoin Price Moves Are Starting to Diverge",TheStreet,"Sep 25, 2018",2018-09-25 04:00:00,What is causing Ether (ETH) and Bitcoin (BTC) to part ways? These top-two cryptocurrencies have historically moved in sync. Though the price difference ...,https://www.thestreet.com/investing/bitcoin/why-eth-prices-diverging-bitcoin-14719866
195,"Why Ether, Bitcoin Price Moves Are Starting to Diverge",TheStreet,"Sep 25, 2018",2018-09-25 12:00:00,What is causing Ether (ETH) and Bitcoin (BTC) to part ways? These top-two cryptocurrencies have historically moved in sync. Though the price difference ...,https://www.thestreet.com/investing/bitcoin/why-eth-prices-diverging-bitcoin-14719866
196,"BTC: 36% in Circulation Lost, 23% Held by Speculators, US ...",Bitcoin News,"Sep 30, 2018",2018-09-30 04:00:00,"Chainalysis recently updated their year-long study of the bitcoin core (BTC) money supply, Spring to Spring, 2017 to 2018. Initial findings of that previous period “ ...",https://news.bitcoin.com/btc-36-in-circulation-lost-23-held-by-speculators-us-tax-authority-monitoring/
197,"BTC: 36% in Circulation Lost, 23% Held by Speculators, US ...",Bitcoin News,"Sep 30, 2018",2018-09-30 12:00:00,"Chainalysis recently updated their year-long study of the bitcoin core (BTC) money supply, Spring to Spring, 2017 to 2018. Initial findings of that previous period “ ...",https://news.bitcoin.com/btc-36-in-circulation-lost-23-held-by-speculators-us-tax-authority-monitoring/
198,Hacking Bitcoin: Report Says China Can Attack the Bitcoin Mining Network,CoinCentral,"Oct 16, 2018",2018-10-16 04:00:00,"And so today, most major bitcoin mining pools are located in China. The Chinese company, Bitmain, is one example of a bitcoin mining success story. Founded in ...",https://coincentral.com/hacking-bitcoin-report-says-china-can-attack-the-bitcoin-mining-network/
199,Hacking Bitcoin: Report Says China Can Attack the Bitcoin Mining Network,CoinCentral,"Oct 16, 2018",2018-10-16 12:00:00,"And so today, most major bitcoin mining pools are located in China. The Chinese company, Bitmain, is one example of a bitcoin mining success story. Founded in ...",https://coincentral.com/hacking-bitcoin-report-says-china-can-attack-the-bitcoin-mining-network/
200,The Anatomy of Bitcoin Core’s Recent Bug,Cointelegraph,"Sep 27, 2018",2018-09-27 04:00:00,"“Most catastrophic bug ever”. On Sept. 18, Bitcoin Core developers announced a release of an update to fix a DDoS attack vulnerability. The most shocking ...",https://cointelegraph.com/news/the-anatomy-of-bitcoin-cores-recent-bug
201,The Anatomy of Bitcoin Core’s Recent Bug,Cointelegraph,"Sep 27, 2018",2018-09-27 12:00:00,"“Most catastrophic bug ever”. On Sept. 18, Bitcoin Core developers announced a release of an update to fix a DDoS attack vulnerability. The most shocking ...",https://cointelegraph.com/news/the-anatomy-of-bitcoin-cores-recent-bug
202,3 Bitcoin Price Factors That Suggest Bears Are in Charge - CoinDesk,CoinDesk,"Oct 12, 2018",2018-10-12 04:00:00,"The prospect of a deeper drop in bitcoin prices has increased, price-volume analysis indicates. The world's most valuable cryptocurrency, which had been trading ...",https://www.coindesk.com/3-more-bitcoin-price-factors-suggest-bears-are-in-charge
203,3 Bitcoin Price Factors That Suggest Bears Are in Charge - CoinDesk,CoinDesk,"Oct 12, 2018",2018-10-12 12:00:00,"The prospect of a deeper drop in bitcoin prices has increased, price-volume analysis indicates. The world's most valuable cryptocurrency, which had been trading ...",https://www.coindesk.com/3-more-bitcoin-price-factors-suggest-bears-are-in-charge
204,In Search of Stability: An Overview of the Budding Stablecoin Ecosystem,Bitcoin Magazine,"Oct 3, 2018",2018-10-03 04:00:00,"Bitcoin's frenetic value has given critics plenty of fodder to argue that its underlying use case, a digital currency for a digital age, is kaput. The same argument ...",https://bitcoinmagazine.com/business/search-stability-overview-budding-stablecoin-ecosystem
205,In Search of Stability: An Overview of the Budding Stablecoin Ecosystem,Bitcoin Magazine,"Oct 3, 2018",2018-10-03 12:00:00,"Bitcoin's frenetic value has given critics plenty of fodder to argue that its underlying use case, a digital currency for a digital age, is kaput. The same argument ...",https://bitcoinmagazine.com/business/search-stability-overview-budding-stablecoin-ecosystem
206,Bitcoin Core Developer Joins Forces With Former Morgan Stanley Exec To Warn SEC,Forbes,"Sep 21, 2018",2018-09-21 04:00:00,"In the letter, published late last night, bitcoin core developer Bryan Bishop, former Morgan Stanley managing director Caitlin Long, e-commerce coding pioneer ...",https://www.forbes.com/sites/michaeldelcastillo/2018/09/21/bitcoin-core-developer-joins-forces-with-former-morgan-stanley-exec-to-warn-sec/
207,Bitcoin Core Developer Joins Forces With Former Morgan Stanley Exec To Warn SEC,Forbes,"Sep 21, 2018",2018-09-21 12:00:00,"In the letter, published late last night, bitcoin core developer Bryan Bishop, former Morgan Stanley managing director Caitlin Long, e-commerce coding pioneer ...",https://www.forbes.com/sites/michaeldelcastillo/2018/09/21/bitcoin-core-developer-joins-forces-with-former-morgan-stanley-exec-to-warn-sec/
208,The Key to The First Bitcoin ETF,ETF Trends,"Oct 3, 2018",2018-10-03 04:00:00,"Earlier this year, the Securities and Exchange Commission (SEC) nine Bitcoin-based exchange-traded fund (ETF) applications got the thumbs down from the ...",https://www.etftrends.com/key-to-first-bitcoin-etf/
209,The Key to The First Bitcoin ETF,ETF Trends,"Oct 3, 2018",2018-10-03 12:00:00,"Earlier this year, the Securities and Exchange Commission (SEC) nine Bitcoin-based exchange-traded fund (ETF) applications got the thumbs down from the ...",https://www.etftrends.com/key-to-first-bitcoin-etf/
210,Is Bitcoin Investment Trust a Buy?,The Motley Fool,"Sep 22, 2018",2018-09-22 04:00:00,"Many investors are nervous about trying to invest directly in bitcoin, given the high-profile hackings of several major bitcoin exchanges over the years. The Bitcoin ...",https://www.fool.com/investing/2018/09/22/is-bitcoin-investment-trust-a-buy.aspx
211,Is Bitcoin Investment Trust a Buy?,The Motley Fool,"Sep 22, 2018",2018-09-22 12:00:00,"Many investors are nervous about trying to invest directly in bitcoin, given the high-profile hackings of several major bitcoin exchanges over the years. The Bitcoin ...",https://www.fool.com/investing/2018/09/22/is-bitcoin-investment-trust-a-buy.aspx
212,4 Reasons Why Bitcoin's Price Could Now Drop to $6K - CoinDesk,CoinDesk,"Oct 11, 2018",2018-10-11 04:00:00,"Bitcoin's drop to three-week lows today has likely kick-started a bearish move towards the major support at $6,000, technical charts indicate. The leading ...",https://www.coindesk.com/4-reasons-why-bitcoins-price-could-now-drop-to-6k
213,4 Reasons Why Bitcoin's Price Could Now Drop to $6K - CoinDesk,CoinDesk,"Oct 11, 2018",2018-10-11 12:00:00,"Bitcoin's drop to three-week lows today has likely kick-started a bearish move towards the major support at $6,000, technical charts indicate. The leading ...",https://www.coindesk.com/4-reasons-why-bitcoins-price-could-now-drop-to-6k
214,$6.9K Is the New Price to Watch for Bitcoin Bulls - CoinDesk,CoinDesk,"Sep 24, 2018",2018-09-24 04:00:00,"Bitcoin has pulled back from 17-days highs clocked over the weekend and risks losing bullish bias if prices close below $6,600, technical studies indicate.",https://www.coindesk.com/6-9k-is-the-new-price-to-watch-for-bitcoin-bulls
215,$6.9K Is the New Price to Watch for Bitcoin Bulls - CoinDesk,CoinDesk,"Sep 24, 2018",2018-09-24 12:00:00,"Bitcoin has pulled back from 17-days highs clocked over the weekend and risks losing bullish bias if prices close below $6,600, technical studies indicate.",https://www.coindesk.com/6-9k-is-the-new-price-to-watch-for-bitcoin-bulls
216,Bitcoin and Altcoin Weekly Price Analysis: Ripple (XRP) Price ...,Finance Minutes,"Sep 22, 2018",2018-09-22 04:00:00,"Bitcoin stabilized this week with a 6% increase in price hovering around $6,700 and most altcoins rose in global demand with a 10% to 50% increase in value.",https://www.financeminutes.com/bitcoin-altcoin-weekly-price-analysis-ripple-xrp-price-rally/
217,Bitcoin and Altcoin Weekly Price Analysis: Ripple (XRP) Price ...,Finance Minutes,"Sep 22, 2018",2018-09-22 12:00:00,"Bitcoin stabilized this week with a 6% increase in price hovering around $6,700 and most altcoins rose in global demand with a 10% to 50% increase in value.",https://www.financeminutes.com/bitcoin-altcoin-weekly-price-analysis-ripple-xrp-price-rally/
218,"trueDigital to List First Margined, Physically-Delivered Bitcoin ...",,"Oct 3, 2018",2018-10-03 04:00:00,"3, 2018 /PRNewswire/ -- trueDigital will launch the first margined, physically-delivered Bitcoin swap contracts, enabling institutional investors to manage exposure ...",https://www.prnewswire.com/news-releases/truedigital-to-list-first-margined-physically-delivered-bitcoin-swaps-300723540.html
