window,NewsScore,StockPrice_IXIC,StockPrice_BTC,StockPrice_MARA,StockPrice_RIOT
"Row(start=datetime.datetime(2019, 7, 13, 20, 0), end=datetime.datetime(2019, 7, 24, 20, 0))","[0.12665, 0.12665, 0.06049, 0.06049, 0.00668888888888888, 0.006688888888888893, 0.23302000000000006, 0.23302000000000006, 0.06542222222222223, 0.06542222222222221, 0.16539375, 0.16539375, -0.003149999999999986, -0.003149999999999986, 0.09495000000000003, 0.09495000000000003, -0.010839999999999983, -0.010839999999999989, 0.16536666666666666, 0.16536666666666666, 0.4699142857142857, 0.46991428571428573]","[0.6232420065844498, 0.6450008370068614, 0.666759667429273, 0.638251213659952, 0.600937447687071, 0.43603035544891466, 0.4428882316834998, 0.22124323419452038, 0.03010992690140059, 0.34712348641258856, 0.5419675241336979, 0.0, 0.029141230958095937, 0.058282461916186676, 0.0874236928742826, 0.11656492383237335, 0.14570615479046928, 0.3294068411360973, 0.5485966184922716, 0.5994531555158752, 0.46208916913118686, 1.0, 8146.490234375, 8321.5]","[1.0, 0.4109550725541791, 0.411887247256911, 0.7455602814830117, 0.7463789384764696, 0.003365646677663908, 0.0, 0.1165504729393212, 0.11901155733002257, 0.6258584137587554, 0.6192994423314697, 0.5547779194760595, 0.5522053627402153, 0.6785638680290156, 0.68400402527661, 0.590578950544118, 0.5894493982027386, 0.4565344781918163, 0.45844126890299963, 0.2249200006954238, 0.21809359790800156, 0.17840126158059605, 9471.2138671875, 11381.0205078125]","[1.0, 0.9674797063148355, 0.934959412629671, 0.9756097797361262, 0.8943090455232157, 0.5284557415651188, 0.40650464024575306, 0.3658542731392978, 0.3658542731392978, 0.7317075770973949, 0.44715500735220826, 0.3252039060328426, 0.26829319824756476, 0.21138249046228694, 0.1544717826770109, 0.09756107489173306, 0.04065036710645522, 0.0, 0.40650464024575306, 0.20325280471347693, 0.20325280471347693, 0.24390317181993215, 2.0999999046325684, 2.345999908447266]","[0.746153528732649, 0.5846150319251666, 0.4230765351176825, 1.0, 0.807692484037417, 0.5384610446952323, 0.4615380383101991, 0.23076901915509954, 0.30769202554013275, 0.4230765351176825, 0.4230765351176825, 0.15384601277006638, 0.12307681021605275, 0.09230760766203999, 0.06153840510802638, 0.030769202554013615, 0.0, 0.038461503192516594, 0.038461503192516594, 0.30769202554013275, 0.3846150319251659, 0.11538450957754977, 1.940000057220459, 2.200000047683716]"
"Row(start=datetime.datetime(2019, 7, 14, 20, 0), end=datetime.datetime(2019, 7, 25, 20, 0))","[0.06049, 0.06049, 0.00668888888888888, 0.006688888888888893, 0.23302000000000006, 0.23302000000000006, 0.06542222222222223, 0.06542222222222221, 0.16539375, 0.16539375, -0.003149999999999986, -0.003149999999999986, 0.09495000000000003, 0.09495000000000003, -0.010839999999999983, -0.010839999999999989, 0.16536666666666666, 0.16536666666666666, 0.4699142857142857, 0.46991428571428573, 0.40563571428571427, 0.40563571428571427]","[0.666759667429273, 0.638251213659952, 0.600937447687071, 0.43603035544891466, 0.4428882316834998, 0.22124323419452038, 0.03010992690140059, 0.34712348641258856, 0.5419675241336979, 0.0, 0.029141230958095937, 0.058282461916186676, 0.0874236928742826, 0.11656492383237335, 0.14570615479046928, 0.3294068411360973, 0.5485966184922716, 0.5994531555158752, 0.46208916913118686, 1.0, 0.8467496233469114, 0.5259695329501702, 8146.490234375, 8321.5]","[0.5518473606686535, 0.9989031617168499, 1.0, 0.004509300174699415, 0.0, 0.1561545575994245, 0.15945192340629602, 0.8385263590586784, 0.8297386359743775, 0.7432925701366766, 0.7398458534580208, 0.9091412324872401, 0.9164299660877607, 0.7912588634261638, 0.7897454869317987, 0.611665810296989, 0.6142205323193917, 0.30134826842051177, 0.2922022402630768, 0.23902236837598054, 0.23703764601103003, 0.30911725413626556, 9471.2138671875, 10896.6533203125]","[0.9583333747254461, 1.0, 0.9166667494508922, 0.5416671219799073, 0.4166672461562456, 0.3750006208816917, 0.3750006208816917, 0.7500002483526766, 0.4583338714307995, 0.33333399560713783, 0.2750005215406207, 0.21666704747410354, 0.15833357340758822, 0.10000009934107104, 0.041666625274553885, 0.0, 0.4166672461562456, 0.2083341197834762, 0.2083341197834762, 0.2500007450580301, 0.16666749450892232, 0.2083341197834762, 2.0999999046325684, 2.3399999141693115]","[0.4230765351176825, 1.0, 0.807692484037417, 0.5384610446952323, 0.4615380383101991, 0.23076901915509954, 0.30769202554013275, 0.4230765351176825, 0.4230765351176825, 0.15384601277006638, 0.12307681021605275, 0.09230760766203999, 0.06153840510802638, 0.030769202554013615, 0.0, 0.038461503192516594, 0.038461503192516594, 0.30769202554013275, 0.3846150319251659, 0.11538450957754977, 0.19230751596258294, 0.26923052234761613, 1.940000057220459, 2.200000047683716]"
"Row(start=datetime.datetime(2019, 7, 15, 20, 0), end=datetime.datetime(2019, 7, 26, 20, 0))","[0.00668888888888888, 0.006688888888888893, 0.23302000000000006, 0.23302000000000006, 0.06542222222222223, 0.06542222222222221, 0.16539375, 0.16539375, -0.003149999999999986, -0.003149999999999986, 0.09495000000000003, 0.09495000000000003, -0.010839999999999983, -0.010839999999999989, 0.16536666666666666, 0.16536666666666666, 0.4699142857142857, 0.46991428571428573, 0.40563571428571427, 0.40563571428571427, -0.10102727272727273, -0.10102727272727273]","[0.5724476290205125, 0.4153586103152624, 0.42189136177835423, 0.210754322831674, 0.028682446619075208, 0.33066672336535036, 0.5162734081401591, 0.0, 0.02775967554178448, 0.05551935108356401, 0.08327902662534849, 0.11103870216712802, 0.1387983777089125, 0.31379000579389676, 0.5225882240377613, 0.5710337055956285, 0.4401820027746918, 0.9525910412536079, 0.8066061053851347, 0.5010338650606765, 0.8045383752637818, 1.0, 8146.490234375, 8330.2099609375]","[1.0, 0.004509300174699415, 0.0, 0.1561545575994245, 0.15945192340629602, 0.8385263590586784, 0.8297386359743775, 0.7432925701366766, 0.7398458534580208, 0.9091412324872401, 0.9164299660877607, 0.7912588634261638, 0.7897454869317987, 0.611665810296989, 0.6142205323193917, 0.30134826842051177, 0.2922022402630768, 0.23902236837598054, 0.23703764601103003, 0.30911725413626556, 0.3100188401329086, 0.2799767067447676, 9471.2138671875, 10896.6533203125]","[1.0, 0.5909095342493663, 0.45454604566582174, 0.4090915494713069, 0.4090915494713069, 0.8181820152219406, 0.5000005418603366, 0.363637053276792, 0.3000005418603362, 0.23636403044388035, 0.17272751902742653, 0.1090910076109707, 0.04545449619451486, 0.0, 0.45454604566582174, 0.22727356469324744, 0.22727356469324744, 0.2727280608877623, 0.18181906849873258, 0.22727356469324744, 0.0, 0.09090899238902972, 2.0999999046325684, 2.319999933242798]","[1.0, 0.666665909782426, 0.5714279226706509, 0.28571396133532545, 0.3809519484471006, 0.5238089291147633, 0.5238089291147633, 0.1904759742235503, 0.15238077937883981, 0.11428558453413039, 0.07619038968941991, 0.03809519484471048, 0.0, 0.04761899355588758, 0.04761899355588758, 0.3809519484471006, 0.47618993555887573, 0.14285698066766273, 0.23809496777943787, 0.333332954891213, 0.3809519484471006, 0.14285698066766273, 1.940000057220459, 2.1500000953674316]"
"Row(start=datetime.datetime(2019, 7, 16, 20, 0), end=datetime.datetime(2019, 7, 27, 20, 0))","[0.23302000000000006, 0.23302000000000006, 0.06542222222222223, 0.06542222222222221, 0.16539375, 0.16539375, -0.003149999999999986, -0.003149999999999986, 0.09495000000000003, 0.09495000000000003, -0.010839999999999983, -0.010839999999999989, 0.16536666666666666, 0.16536666666666666, 0.4699142857142857, 0.46991428571428573, 0.40563571428571427, 0.40563571428571427, -0.10102727272727273, -0.10102727272727273, 0.0466, 0.0466]","[0.42189136177835423, 0.210754322831674, 0.028682446619075208, 0.33066672336535036, 0.5162734081401591, 0.0, 0.02775967554178448, 0.05551935108356401, 0.08327902662534849, 0.11103870216712802, 0.1387983777089125, 0.31379000579389676, 0.5225882240377613, 0.5710337055956285, 0.4401820027746918, 0.9525910412536079, 0.8066061053851347, 0.5010338650606765, 0.8045383752637818, 1.0, 0.9944367960282592, 0.9888735920565184, 8146.490234375, 8330.2099609375]","[0.0, 0.17039442551845863, 0.17399248093882858, 0.9149922962889867, 0.9054032132062763, 0.8110740565477058, 0.8073130308215721, 0.9920466005366059, 1.0, 0.8634144372254081, 0.8617630546316833, 0.6674441396849888, 0.6702318289977999, 0.32882847524832415, 0.31884841294582283, 0.26081902297058984, 0.2586533120724366, 0.3373059214288758, 0.33828972382513733, 0.3055080225497078, 0.30616737947486183, 0.004948167219494837, 9471.2138671875, 10777.529296875]","[0.5555561442431869, 0.5000006622735852, 0.5000006622735852, 1.0, 0.6111116262127885, 0.44444518030398356, 0.3666672406371067, 0.2888893009702298, 0.2111113613033554, 0.13333342163647852, 0.055555481969601646, 0.0, 0.5555561442431869, 0.27777873439517864, 0.27777873439517864, 0.3333342163647803, 0.222223252425577, 0.27777873439517864, 0.0, 0.11111096393920329, 0.11111096393920329, 0.11111096393920329, 2.0999999046325684, 2.2799999713897705]","[1.0, 0.5, 0.6666666666666666, 0.9166666666666666, 0.9166666666666666, 0.3333333333333333, 0.26666666666666594, 0.20000000000000037, 0.13333333333333297, 0.0666666666666674, 0.0, 0.08333333333333333, 0.08333333333333333, 0.6666666666666666, 0.8333333333333334, 0.25, 0.4166666666666667, 0.5833333333333334, 0.6666666666666666, 0.25, 0.25, 0.25, 1.940000057220459, 2.059999942779541]"
"Row(start=datetime.datetime(2019, 7, 17, 20, 0), end=datetime.datetime(2019, 7, 28, 20, 0))","[0.06542222222222223, 0.06542222222222221, 0.16539375, 0.16539375, -0.003149999999999986, -0.003149999999999986, 0.09495000000000003, 0.09495000000000003, -0.010839999999999983, -0.010839999999999989, 0.16536666666666666, 0.16536666666666666, 0.4699142857142857, 0.46991428571428573, 0.40563571428571427, 0.40563571428571427, -0.10102727272727273, -0.10102727272727273, 0.0466, 0.0466, 0.16393333333333335, 0.16393333333333332]","[0.028682446619075208, 0.33066672336535036, 0.5162734081401591, 0.0, 0.02775967554178448, 0.05551935108356401, 0.08327902662534849, 0.11103870216712802, 0.1387983777089125, 0.31379000579389676, 0.5225882240377613, 0.5710337055956285, 0.4401820027746918, 0.9525910412536079, 0.8066061053851347, 0.5010338650606765, 0.8045383752637818, 1.0, 0.9944367960282592, 0.9888735920565184, 0.9833103880847677, 0.9777471841130269, 8146.490234375, 8330.2099609375]","[0.16988493277477595, 0.9145695722468311, 0.9049328048274743, 0.8101345706541011, 0.80635484219953, 0.9920070500838437, 1.0, 0.8627352281811024, 0.8610756336360522, 0.6657904147709174, 0.6685919666308052, 0.32549089138783877, 0.31546120049765297, 0.2571432435193922, 0.2549667630318366, 0.3340104939866932, 0.3349991886092763, 0.3020544713639178, 0.30271710712160643, 0.0, 0.010731393608645218, 0.05783938670881891, 9477.677734375, 10777.529296875]","[0.5000006622735852, 1.0, 0.6111116262127885, 0.44444518030398356, 0.3666672406371067, 0.2888893009702298, 0.2111113613033554, 0.13333342163647852, 0.055555481969601646, 0.0, 0.5555561442431869, 0.27777873439517864, 0.27777873439517864, 0.3333342163647803, 0.222223252425577, 0.27777873439517864, 0.0, 0.11111096393920329, 0.11111096393920329, 0.11111096393920329, 0.11111096393920329, 0.11111096393920329, 2.0999999046325684, 2.2799999713897705]","[0.7272727272727273, 1.0, 1.0, 0.36363636363636365, 0.2909090909090901, 0.2181818181818186, 0.14545454545454506, 0.07272727272727353, 0.0, 0.09090909090909091, 0.09090909090909091, 0.7272727272727273, 0.9090909090909091, 0.2727272727272727, 0.45454545454545453, 0.6363636363636364, 0.7272727272727273, 0.2727272727272727, 0.2727272727272727, 0.2727272727272727, 0.2727272727272727, 0.2727272727272727, 1.940000057220459, 2.049999952316284]"
"Row(start=datetime.datetime(2019, 7, 18, 20, 0), end=datetime.datetime(2019, 7, 29, 20, 0))","[0.16539375, 0.16539375, -0.003149999999999986, -0.003149999999999986, 0.09495000000000003, 0.09495000000000003, -0.010839999999999983, -0.010839999999999989, 0.16536666666666666, 0.16536666666666666, 0.4699142857142857, 0.46991428571428573, 0.40563571428571427, 0.40563571428571427, -0.10102727272727273, -0.10102727272727273, 0.0466, 0.0466, 0.16393333333333335, 0.16393333333333332, 0.19138750000000002, 0.1913875]","[0.5162734081401591, 0.0, 0.02775967554178448, 0.05551935108356401, 0.08327902662534849, 0.11103870216712802, 0.1387983777089125, 0.31379000579389676, 0.5225882240377613, 0.5710337055956285, 0.4401820027746918, 0.9525910412536079, 0.8066061053851347, 0.5010338650606765, 0.8045383752637818, 1.0, 0.9944367960282592, 0.9888735920565184, 0.9833103880847677, 0.9777471841130269, 0.972183980141286, 0.7992600821776547, 8146.490234375, 8330.2099609375]","[0.9049328048274743, 0.8101345706541011, 0.80635484219953, 0.9920070500838437, 1.0, 0.8627352281811024, 0.8610756336360522, 0.6657904147709174, 0.6685919666308052, 0.32549089138783877, 0.31546120049765297, 0.2571432435193922, 0.2549667630318366, 0.3340104939866932, 0.3349991886092763, 0.3020544713639178, 0.30271710712160643, 0.0, 0.010731393608645218, 0.05783938670881891, 0.054237713440837595, 0.03190192990786207, 9477.677734375, 10777.529296875]","[1.0, 0.7272733183924538, 0.6000004334877986, 0.47272754858314353, 0.34545466367849237, 0.2181817787738372, 0.09090889386918205, 0.0, 0.9090911061308179, 0.4545466367849077, 0.4545466367849077, 0.5454555306540897, 0.36363774291572565, 0.4545466367849077, 0.0, 0.1818177877383641, 0.1818177877383641, 0.1818177877383641, 0.1818177877383641, 0.1818177877383641, 0.1818177877383641, 0.09090889386918205, 2.0999999046325684, 2.2100000381469727]","[1.0, 0.36363636363636365, 0.2909090909090901, 0.2181818181818186, 0.14545454545454506, 0.07272727272727353, 0.0, 0.09090909090909091, 0.09090909090909091, 0.7272727272727273, 0.9090909090909091, 0.2727272727272727, 0.45454545454545453, 0.6363636363636364, 0.7272727272727273, 0.2727272727272727, 0.2727272727272727, 0.2727272727272727, 0.2727272727272727, 0.2727272727272727, 0.2727272727272727, 0.0, 1.940000057220459, 2.049999952316284]"
"Row(start=datetime.datetime(2019, 7, 19, 20, 0), end=datetime.datetime(2019, 7, 30, 20, 0))","[-0.003149999999999986, -0.003149999999999986, 0.09495000000000003, 0.09495000000000003, -0.010839999999999983, -0.010839999999999989, 0.16536666666666666, 0.16536666666666666, 0.4699142857142857, 0.46991428571428573, 0.40563571428571427, 0.40563571428571427, -0.10102727272727273, -0.10102727272727273, 0.0466, 0.0466, 0.16393333333333335, 0.16393333333333332, 0.19138750000000002, 0.1913875, -0.0035615384615384537, -0.00356153846153846]","[0.0, 0.028552277501191603, 0.05710455500238829, 0.0856568325035799, 0.11420911000477658, 0.2941971476152295, 0.5089570305281483, 0.5587857409191349, 0.4241979239677507, 0.9512374075074381, 0.8010842692390538, 0.4867872455121893, 0.7989575007134785, 1.0, 0.9942779538846623, 0.9885559077693246, 0.9828338616539767, 0.9771118155386389, 0.9713897694233012, 0.7935285003384237, 0.44888265376973707, 0.6831278915030944, 8151.590234375, 8330.2099609375]","[0.80635484219953, 0.9920070500838437, 1.0, 0.8627352281811024, 0.8610756336360522, 0.6657904147709174, 0.6685919666308052, 0.32549089138783877, 0.31546120049765297, 0.2571432435193922, 0.2549667630318366, 0.3340104939866932, 0.3349991886092763, 0.3020544713639178, 0.30271710712160643, 0.0, 0.010731393608645218, 0.05783938670881891, 0.054237713440837595, 0.03190192990786207, 0.03435112783310594, 0.09981608476929457, 9477.677734375, 10777.529296875]","[0.6909093273569807, 0.5636364424523256, 0.4363635575476744, 0.30909067264301926, 0.1818177877383641, 0.09090889386918205, 1.0, 0.5454555306540897, 0.5454555306540897, 0.6363644245232718, 0.4545466367849077, 0.5454555306540897, 0.09090889386918205, 0.27272668160754615, 0.27272668160754615, 0.27272668160754615, 0.27272668160754615, 0.27272668160754615, 0.27272668160754615, 0.1818177877383641, 0.0, 0.7272733183924538, 2.0899999141693115, 2.200000047683716]","[0.47692355658177366, 0.41538515147374816, 0.35384674636572094, 0.2923083412576954, 0.23076993614966818, 0.30769294253470136, 0.30769294253470136, 0.8461539872299336, 1.0, 0.46153895530476774, 0.6153849680748341, 0.7692309808449005, 0.8461539872299336, 0.46153895530476774, 0.46153895530476774, 0.46153895530476774, 0.46153895530476774, 0.46153895530476774, 0.46153895530476774, 0.23076993614966818, 0.30769294253470136, 0.0, 1.909999966621399, 2.0399999618530273]"
"Row(start=datetime.datetime(2019, 7, 20, 20, 0), end=datetime.datetime(2019, 7, 31, 20, 0))","[0.09495000000000003, 0.09495000000000003, -0.010839999999999983, -0.010839999999999989, 0.16536666666666666, 0.16536666666666666, 0.4699142857142857, 0.46991428571428573, 0.40563571428571427, 0.40563571428571427, -0.10102727272727273, -0.10102727272727273, 0.0466, 0.0466, 0.16393333333333335, 0.16393333333333332, 0.19138750000000002, 0.1913875, -0.0035615384615384537, -0.00356153846153846, 0.20930999999999997, 0.20930999999999997]","[0.0, 0.03028148842236047, 0.06056297684472634, 0.25145162580930885, 0.4792180065382589, 0.5320644919628573, 0.3893256361698642, 0.9482841997474223, 0.7890373404429268, 0.4557055533457258, 0.786781768484383, 1.0, 0.9939314097382747, 0.9878628194765493, 0.9817942292148131, 0.9757256389530877, 0.9696570486913624, 0.7810239716853237, 0.41550534669126665, 0.6639371733334567, 0.7660003548611922, 0.08092690671209408, 8161.790234375, 8330.2099609375]","[1.0, 0.8627352281811024, 0.8610756336360522, 0.6657904147709174, 0.6685919666308052, 0.32549089138783877, 0.31546120049765297, 0.2571432435193922, 0.2549667630318366, 0.3340104939866932, 0.3349991886092763, 0.3020544713639178, 0.30271710712160643, 0.0, 0.010731393608645218, 0.05783938670881891, 0.054237713440837595, 0.03190192990786207, 0.03435112783310594, 0.09981608476929457, 0.09722113702886748, 0.4677074004844303, 9477.677734375, 10777.529296875]","[0.4363635575476744, 0.30909067264301926, 0.1818177877383641, 0.09090889386918205, 1.0, 0.5454555306540897, 0.5454555306540897, 0.6363644245232718, 0.4545466367849077, 0.5454555306540897, 0.09090889386918205, 0.27272668160754615, 0.27272668160754615, 0.27272668160754615, 0.27272668160754615, 0.27272668160754615, 0.27272668160754615, 0.1818177877383641, 0.0, 0.7272733183924538, 0.36363774291572565, 0.0, 2.0899999141693115, 2.200000047683716]","[0.1586209051106651, 0.13103473223340217, 0.10344855935613848, 0.13793127545271772, 0.13793127545271772, 0.3793102881287723, 0.44827572032193075, 0.20689670764587617, 0.2758621398390346, 0.34482757203219305, 0.3793102881287723, 0.20689670764587617, 0.20689670764587617, 0.20689670764587617, 0.20689670764587617, 0.20689670764587617, 0.20689670764587617, 0.10344855935613848, 0.13793127545271772, 0.0, 0.10344855935613848, 1.0, 1.909999966621399, 2.200000047683716]"
"Row(start=datetime.datetime(2019, 7, 21, 20, 0), end=datetime.datetime(2019, 8, 1, 20, 0))","[-0.010839999999999983, -0.010839999999999989, 0.16536666666666666, 0.16536666666666666, 0.4699142857142857, 0.46991428571428573, 0.40563571428571427, 0.40563571428571427, -0.10102727272727273, -0.10102727272727273, 0.0466, 0.0466, 0.16393333333333335, 0.16393333333333332, 0.19138750000000002, 0.1913875, -0.0035615384615384537, -0.00356153846153846, 0.20930999999999997, 0.20930999999999997, -0.00791666666666667, -0.007916666666666664]","[0.2778317613707276, 0.42457253909105497, 0.5996621320448589, 0.640286519157737, 0.5305596662328169, 0.9602447982598463, 0.8378278388931482, 0.5815875336530747, 0.8360939255085849, 1.0, 0.9953349260969582, 0.9906698521939163, 0.9860047782908662, 0.9813397043878244, 0.9766746304847825, 0.8316677661490185, 0.5506846506320537, 0.7416602777827304, 0.8201187440939969, 0.29348601280154046, 0.36259070729402537, 0.0, 8111.1201171875, 8330.2099609375]","[1.0, 0.7732078214308462, 0.7764613705390212, 0.37800499592979175, 0.36635713307268875, 0.2986302636779501, 0.2961026338130042, 0.3878991356151511, 0.3890473444181434, 0.3507873868041493, 0.35155693100189944, 0.0, 0.01246277700755497, 0.06717108747414131, 0.06298832683466928, 0.037048928876491645, 0.039893275911259865, 0.11592022915316111, 0.11290661729485146, 0.5431664562489693, 0.5358531688730714, 0.823742968747955, 9477.677734375, 10596.9482421875]","[0.3571422489326519, 0.28571379914612155, 1.0, 0.6428577510673481, 0.6428577510673481, 0.7142862008538785, 0.5714293012808177, 0.6428577510673481, 0.28571379914612155, 0.4285706987191823, 0.4285706987191823, 0.4285706987191823, 0.4285706987191823, 0.4285706987191823, 0.4285706987191823, 0.3571422489326519, 0.21428534935959115, 0.7857146506404089, 0.5000008514942873, 0.21428534935959115, 1.0, 0.0, 2.059999942779541, 2.200000047683716]","[0.10344855935613848, 0.13793127545271772, 0.13793127545271772, 0.3793102881287723, 0.44827572032193075, 0.20689670764587617, 0.2758621398390346, 0.34482757203219305, 0.3793102881287723, 0.20689670764587617, 0.20689670764587617, 0.20689670764587617, 0.20689670764587617, 0.20689670764587617, 0.20689670764587617, 0.10344855935613848, 0.13793127545271772, 0.0, 0.10344855935613848, 1.0, 0.9310345678068416, 0.7586209873239455, 1.909999966621399, 2.200000047683716]"
"Row(start=datetime.datetime(2019, 7, 22, 20, 0), end=datetime.datetime(2019, 8, 2, 20, 0))","[0.16536666666666666, 0.16536666666666666, 0.4699142857142857, 0.46991428571428573, 0.40563571428571427, 0.40563571428571427, -0.10102727272727273, -0.10102727272727273, 0.0466, 0.0466, 0.16393333333333335, 0.16393333333333332, 0.19138750000000002, 0.1913875, -0.0035615384615384537, -0.00356153846153846, 0.20930999999999997, 0.20930999999999997, -0.00791666666666667, -0.007916666666666664, 0.4528833333333333, 0.45288333333333336]","[0.7310666457065433, 0.7583567263281606, 0.684645961059085, 0.973293808529273, 0.8910582616571971, 0.7189247456713602, 0.8898934776587543, 1.0, 0.9968661621265553, 0.9937323242531106, 0.9905984863796604, 0.9874646485062158, 0.9843308106327712, 0.8869201344442199, 0.698165240629702, 0.8264561671420123, 0.8791618944957219, 0.5253879494262166, 0.5718101312253437, 0.32823403474889024, 0.16051412188311737, 0.0, 8004.06982421875, 8330.2099609375]","[0.8352453238902305, 0.4066228111751726, 0.3940931176786936, 0.3212388159580429, 0.31851982554161595, 0.4172660114935301, 0.4185011483205987, 0.37734462476149, 0.3781724292306956, 0.0, 0.013406302764322565, 0.07225644293733557, 0.06775701592444267, 0.03985381085700288, 0.042913496310075655, 0.12469626052001513, 0.12145449562586992, 0.5842882336323253, 0.5764212755134124, 0.8861064939477357, 0.8883881182840608, 1.0, 9477.677734375, 10518.1748046875]","[1.0, 0.6428577510673481, 0.6428577510673481, 0.7142862008538785, 0.5714293012808177, 0.6428577510673481, 0.28571379914612155, 0.4285706987191823, 0.4285706987191823, 0.4285706987191823, 0.4285706987191823, 0.4285706987191823, 0.4285706987191823, 0.3571422489326519, 0.21428534935959115, 0.7857146506404089, 0.5000008514942873, 0.21428534935959115, 1.0, 0.0, 0.28571379914612155, 0.28571379914612155, 2.059999942779541, 2.200000047683716]","[0.1333335717518556, 0.36666662693024626, 0.4333332141240722, 0.20000015894568152, 0.2666667461395074, 0.3333333333333333, 0.36666662693024626, 0.20000015894568152, 0.20000015894568152, 0.20000015894568152, 0.20000015894568152, 0.20000015894568152, 0.20000015894568152, 0.10000027815494264, 0.1333335717518556, 0.0, 0.10000027815494264, 0.966666706403087, 0.9000001192092612, 0.7333336512246963, 0.8333335320154353, 1.0, 1.909999966621399, 2.2100000381469727]"
"Row(start=datetime.datetime(2019, 7, 23, 20, 0), end=datetime.datetime(2019, 8, 3, 20, 0))","[0.4699142857142857, 0.46991428571428573, 0.40563571428571427, 0.40563571428571427, -0.10102727272727273, -0.10102727272727273, 0.0466, 0.0466, 0.16393333333333335, 0.16393333333333332, 0.19138750000000002, 0.1913875, -0.0035615384615384537, -0.00356153846153846, 0.20930999999999997, 0.20930999999999997, -0.00791666666666667, -0.007916666666666664, 0.4528833333333333, 0.45288333333333336, -0.1485, -0.1485]","[0.741866698039331, 0.9781396255133291, 0.9108256525452912, 0.7699256247265615, 0.909872217667467, 1.0, 0.997434794490667, 0.9948695889813338, 0.9923043834719962, 0.9897391779626632, 0.98717397245333, 0.9074383851901416, 0.7529329151945412, 0.8579455561723879, 0.901087871646587, 0.6115059246541348, 0.6495048388658292, 0.45012542938270605, 0.3128381599442155, 0.18144919650439892, 0.09072459825219946, 0.0, 7931.77392578125, 8330.2099609375]","[0.3050876767230543, 0.24868742852243614, 0.24658251871313502, 0.3230270012628006, 0.32398318397216896, 0.2921218101207144, 0.29276265597912093, 0.0, 0.010378505942719133, 0.055937415080657936, 0.052454178067958726, 0.030852877194461115, 0.03322153648970505, 0.09653376502027892, 0.09402414869948979, 0.4523274620614892, 0.44623724665880987, 0.6859804433025796, 0.6877467656175298, 0.7741512425289143, 0.7749722808735848, 1.0, 9477.677734375, 10821.7265625]","[0.6428577510673481, 0.7142862008538785, 0.5714293012808177, 0.6428577510673481, 0.28571379914612155, 0.4285706987191823, 0.4285706987191823, 0.4285706987191823, 0.4285706987191823, 0.4285706987191823, 0.4285706987191823, 0.3571422489326519, 0.21428534935959115, 0.7857146506404089, 0.5000008514942873, 0.21428534935959115, 1.0, 0.0, 0.28571379914612155, 0.28571379914612155, 0.47142810918881545, 0.6571424192315094, 2.059999942779541, 2.200000047683716]","[0.34574458135261565, 0.1595745928797705, 0.21276601815772625, 0.265957443435682, 0.29255315607465987, 0.1595745928797705, 0.1595745928797705, 0.1595745928797705, 0.1595745928797705, 0.1595745928797705, 0.1595745928797705, 0.07978745496283687, 0.10638316760181475, 0.0, 0.07978745496283687, 0.7712766176680681, 0.7180851923901124, 0.585106629195223, 0.6648937671121566, 0.7978723303070461, 0.898936165153523, 1.0, 1.909999966621399, 2.286000061035156]"
